INAME,CPARTNO,CDRGNO,ICODE,IQTYIN,NAME,STAGE,VCHNUM,VCHDATE,ENT_BY,TYPE,ENT_DT,WOLINK,,
DUCT TOP 34 INCH FEEDER 1600A,45217-017-17-34,-,91220788,3,PDI-FGS,69,000152,04/03/2024,LER,50,04/03/2024,,,
SIDE DUCT 35 INCH FEEDER,45217-270-035,-,91220019,2,PDI-FGS,69,000152,04/03/2024,LER,50,04/03/2024,,,
DUCT BOTTOM 6 FEET FEEDER 2500A,45217-037-01-72,-,91221351,1,PDI-FGS,69,000152,04/03/2024,LER,50,04/03/2024,,,
TOP DUCT RISER 800A 6FT 1HUMP P002,76300-420-R-002-01,-,91222274,1,PDI-FGS,69,000152,04/03/2024,LER,50,04/03/2024,,,
SIDE DUCT 27 INCH FEEDER,45217-270-027,-,91220049,2,PDI-FGS,69,000152,04/03/2024,LER,50,04/03/2024,,,
DUCT TOP 101 INCH FEEDER 1600A,45217-017-17-101,-,91220855,1,PDI-FGS,69,000152,04/03/2024,LER,50,04/03/2024,,,
DUCT TOP 54 INCH FEEDER 5000A,45217-027-07-54,-,91221858,1,PDI-FGS,69,000152,04/03/2024,LER,50,04/03/2024,,,
TOP DUCT RISER1000A 4FT 1HUMP P002,76300-431-R-002-11,-,91222317,3,PDI-FGS,69,000152,04/03/2024,LER,50,04/03/2024,,,
TOP DUCT RISER1000A 10FT 1HUMP P002,76300-403-R-002-11,-,91222138,2,PDI-FGS,69,000152,04/03/2024,LER,50,04/03/2024,,,
SIDE DUCT 77 INCH FEEDER,45217-270-077,-,91220044,2,PDI-FGS,69,000152,04/03/2024,LER,50,04/03/2024,,,
SIDE DUCT 28 INCH FEEDER,45217-270-028,-,91220001,2,PDI-FGS,69,000152,04/03/2024,LER,50,04/03/2024,,,
DUCT TOP 59 INCH FEEDER 1600A,45217-017-17-59,-,91220813,1,PDI-FGS,69,000152,04/03/2024,LER,50,04/03/2024,,,
BOT DUCT 1000A 10FT 2HUMP P013 P035,76300-405-013-11,-,91222440,4,PDI-FGS,69,000152,04/03/2024,LER,50,04/03/2024,,,
DUCT BOTTOM 54 INCH FEEDER 5000A,45217-048-03-54,-,91221963,1,PDI-FGS,69,000152,04/03/2024,LER,50,04/03/2024,,,
SIDE DUCT FOR RISER 4FT W/O SLOT,45217-270-06-R,-,91220112,9,PDI-FGS,69,000152,04/03/2024,LER,50,04/03/2024,,,
DUCT BOTTOM 96 INCH FEEDER 2500A,45217-037-01-96,-,91221375,1,PDI-FGS,69,000152,04/03/2024,LER,50,04/03/2024,,,
DUCT BOTTOM 25 INCH FEEDER 1600A,45217-032-06-25,-,91220884,1,PDI-FGS,69,000152,04/03/2024,LER,50,04/03/2024,,,
DUCT BOTTOM 65 INCH FEEDER 1600A,45217-032-06-65,-,91220924,1,PDI-FGS,69,000152,04/03/2024,LER,50,04/03/2024,,,
DUCT BOTTOM 34 INCH FEEDER 1600A,45217-032-06-34,-,91220893,3,PDI-FGS,69,000152,04/03/2024,LER,50,04/03/2024,,,
DUCT BOTTOM 79 INCH FEEDER 1600A,45217-032-06-79,-,91220938,1,PDI-FGS,69,000152,04/03/2024,LER,50,04/03/2024,,,
DUCT TOP 28 INCH FEEDER 1600A,45217-017-17-28,-,91220782,1,PDI-FGS,69,000152,04/03/2024,LER,50,04/03/2024,,,
DUCT TOP 77 INCH FEEDER 1600A,45217-017-17-77,-,91220831,1,PDI-FGS,69,000152,04/03/2024,LER,50,04/03/2024,,,
DUCT BOTTOM 18 INCH FEEDER 1600A,45217-032-06-18,-,91220877,1,PDI-FGS,69,000152,04/03/2024,LER,50,04/03/2024,,,
DUCT TOP 18 INCH FEEDER 2500A,45217-044-05-18,-,91221192,2,PDI-FGS,69,000152,04/03/2024,LER,50,04/03/2024,,,
DUCT BOTTOM 18 INCH FEEDER 2500A,45217-037-01-18,-,91221297,2,PDI-FGS,69,000152,04/03/2024,LER,50,04/03/2024,,,
SIDE DUCT  10FT 2HUMP P013,76300-141-013,-,91220128,2,PDI-FGS,69,000152,04/03/2024,LER,50,04/03/2024,,,
SCHBOT DUCT  800A 4FT 1HUMP P001 P002,76300-432-001-01,-,91222673,6,PDI-FGS,69,000152,04/03/2024,LER,50,04/03/2024,,,
DUCT TOP 10 FEET FEEDER 2500A,45217-044-05,-,91221189,2,PDI-FGS,69,000152,04/03/2024,LER,50,04/03/2024,,,
DUCT TOP 33 INCH FEEDER 1600A,45217-017-17-33,-,91220787,3,PDI-FGS,69,000152,04/03/2024,LER,50,04/03/2024,,,
DUCT BOTTOM 52 INCH FEEDER 2500A,45217-037-01-52,-,91221331,1,PDI-FGS,69,000152,04/03/2024,LER,50,04/03/2024,,,
TOP DUCT RISER 800A 4FT 1HUMP P002,76300-431-R-002-01,-,91222313,6,PDI-FGS,69,000152,04/03/2024,LER,50,04/03/2024,,,
FEED SIDE 6_45217-270-03,45217-270-03.,-,91222706,2,PDI-FGS,69,000152,04/03/2024,LER,50,04/03/2024,,,
TOP DUCT RISER1000A 10FT 1HUMP P005,76300-403-R-005-11,-,91222153,1,PDI-FGS,69,000152,04/03/2024,LER,50,04/03/2024,,,
SIDE DUCT 4FT 1HUMP P002,76300-145-002,-,91220111,9,PDI-FGS,69,000152,04/03/2024,LER,50,04/03/2024,,,
BOT DUCT 1000A 4FT 1HUMP P001 P002,76300-432-001-11,-,91222677,3,PDI-FGS,69,000152,04/03/2024,LER,50,04/03/2024,,,
DUCT TOP 4 FEET FEEDER 1000A,45217-017-22-48,-,91220382,2,PDI-FGS,69,000152,04/03/2024,LER,50,04/03/2024,,,
SIDE DUCT 25 INCH FEEDER,45217-270-025,-,91220011,2,PDI-FGS,69,000152,04/03/2024,LER,50,04/03/2024,,,
DUCT BOTTOM 120 INCH FEEDER 1600A,45217-032-06.,-,91222715,6,PDI-FGS,69,000152,04/03/2024,LER,50,04/03/2024,,,
DUCT TOP 16 INCH FEEDER 1600A,45217-017-17-16,-,91220770,3,PDI-FGS,69,000152,04/03/2024,LER,50,04/03/2024,,,
SIDE DUCT 6 FT 2 HUMP P012,76300-144-012,-,91220100,1,PDI-FGS,69,000152,04/03/2024,LER,50,04/03/2024,,,
SIDE DUCT 6FT 1HUMP P002,76300-143-002,-,91220119,1,PDI-FGS,69,000152,04/03/2024,LER,50,04/03/2024,,,
BUSWAYSIDE_45217-270-05,45217-270-05.,-,91222707,16,PDI-FGS,69,000152,04/03/2024,LER,50,04/03/2024,,,
SIDE DUCT 101 INCH FEEDER,45217-270-101,-,91220080,2,PDI-FGS,69,000152,04/03/2024,LER,50,04/03/2024,,,
DUCT TOP 25 INCH FEEDER 1600A,45217-017-17-25,-,91220779,1,PDI-FGS,69,000152,04/03/2024,LER,50,04/03/2024,,,
DUCT TOP 49 INCH FEEDER 2500A,45217-044-05-49,-,91221223,1,PDI-FGS,69,000152,04/03/2024,LER,50,04/03/2024,,,
SIDE DUCT  10FT 2HUMP P035,76300-141-035,-,91220130,2,PDI-FGS,69,000152,04/03/2024,LER,50,04/03/2024,,,
DUCT BOTTOM 101 INCH FEEDER 1600A,45217-032-06-101,-,91220960,1,PDI-FGS,69,000152,04/03/2024,LER,50,04/03/2024,,,
SIDE DUCT 79 INCH FEEDER,45217-270-079,-,91222702,2,PDI-FGS,69,000152,04/03/2024,LER,50,04/03/2024,,,
DUCT TOP 3 FEET FEEDER 1600A,45217-017-17-36,-,91220790,1,PDI-FGS,69,000152,04/03/2024,LER,50,04/03/2024,,,
DUCT BOTTOM 3 FEET FEEDER 1600A,45217-032-06-36,-,91220895,1,PDI-FGS,69,000152,04/03/2024,LER,50,04/03/2024,,,
TOP DUCT RISER 800A 10FT 2HUMP P015,76300-402-R-015-01,-,91222094,1,PDI-FGS,69,000152,04/03/2024,LER,50,04/03/2024,,,
SIDE DICT FOR RISER 10FT W/O SLOT,45217-270-05-R,-,91220098,13,PDI-FGS,69,000152,04/03/2024,LER,50,04/03/2024,,,
DUCT BOTTOM 28 INCH FEEDER 1600A,45217-032-06-28,-,91220887,1,PDI-FGS,69,000152,04/03/2024,LER,50,04/03/2024,,,
TOP DUCT PIO 2000A 4FT 1HUMP P001 P002,76300-431-001-08,-,91222671,1,PDI-FGS,69,000152,04/03/2024,LER,50,04/03/2024,,,
SIDE DUCT 49 INCH FEEDER,45217-270-049,-,91220030,2,PDI-FGS,69,000152,04/03/2024,LER,50,04/03/2024,,,
DUCT TOP 65 INCH FEEDER 2500A,45217-044-05-65,-,91221239,1,PDI-FGS,69,000152,04/03/2024,LER,50,04/03/2024,,,
SIDE DUCT 3 FEET FEEDER,45217-270-036,-,91220020,2,PDI-FGS,69,000152,04/03/2024,LER,50,04/03/2024,,,
SIDE DUCT 54 INCH FEEDER,45217-270-054,-,91222698,2,PDI-FGS,69,000152,04/03/2024,LER,50,04/03/2024,,,
DUCT BOTTOM 33 INCH FEEDER 5000A,45217-048-03-33,-,91221942,1,PDI-FGS,69,000152,04/03/2024,LER,50,04/03/2024,,,
DUCT TOP 33 INCH FEEDER 5000A,45217-027-07-33,-,91221837,1,PDI-FGS,69,000152,04/03/2024,LER,50,04/03/2024,,,
SIDE DUCT 8 FEET FEEDER,45217-270-007,-,91220005,2,PDI-FGS,69,000152,04/03/2024,LER,50,04/03/2024,,,
TOP DUCT RISER 800A 10FT 1HUMP P002,76300-403-R-002-01,-,91222134,4,PDI-FGS,69,000152,04/03/2024,LER,50,04/03/2024,,,
DUCT BOTTOM 49 INCH FEEDER 2500A,45217-037-01-49,-,91221328,1,PDI-FGS,69,000152,04/03/2024,LER,50,04/03/2024,,,
DUCT TOP 120 INCH FEEDER 1600A,45217-017-17.,-,91222714,6,PDI-FGS,69,000152,04/03/2024,LER,50,04/03/2024,,,
BOT DUCT  800A 10FT 2HUMP P015,76300-405-015-01,-,91222446,1,PDI-FGS,69,000152,04/03/2024,LER,50,04/03/2024,,,
SIDE DUCT 32 INCH FEEDER,45217-270-032,-,91220016,2,PDI-FGS,69,000152,04/03/2024,LER,50,04/03/2024,,,
DUCT BOTTOM 59 INCH FEEDER 1600A,45217-032-06-59,-,91220918,1,PDI-FGS,69,000152,04/03/2024,LER,50,04/03/2024,,,
DUCT BOTTOM 35 INCH FEEDER 2500A,45217-037-01-35,-,91221314,1,PDI-FGS,69,000152,04/03/2024,LER,50,04/03/2024,,,
SIDE DUCT 99 INCH FEEDER,45217-270-099,-,91220045,2,PDI-FGS,69,000152,04/03/2024,LER,50,04/03/2024,,,
DUCT TOP 6 FEET FEEDER 2500A,45217-044-05-72,-,91221246,1,PDI-FGS,69,000152,04/03/2024,LER,50,04/03/2024,,,
SIDE DUCT  10FT 1HUMP P005,76300-140-005,-,91220103,2,PDI-FGS,69,000152,04/03/2024,LER,50,04/03/2024,,,
SIDE DUCT  10FT 2HUMP P015,76300-141-015,-,91220117,1,PDI-FGS,69,000152,04/03/2024,LER,50,04/03/2024,,,
DUCT BOTTOM 16 INCH FEEDER 1600A,45217-032-06-16,-,91220875,3,PDI-FGS,69,000152,04/03/2024,LER,50,04/03/2024,,,
DUCT TOP 52 INCH FEEDER 2500A,45217-044-05-52,-,91221226,1,PDI-FGS,69,000152,04/03/2024,LER,50,04/03/2024,,,
DUCT TOP 96 INCH FEEDER 2500A,45217-044-05-96,-,91221270,1,PDI-FGS,69,000152,04/03/2024,LER,50,04/03/2024,,,
DUCT BOTTOM 42 INCH FEEDER 1600A,45217-032-06-42,-,91220901,1,PDI-FGS,69,000152,04/03/2024,LER,50,04/03/2024,,,
BOT DUCT  1600A 6FT 2HUMP P012 P023,76300-421-012-06,-,91222618,1,PDI-FGS,69,000152,04/03/2024,LER,50,04/03/2024,,,
SIDE DUCT 33 INCH FEEDER,45217-270-033,-,91220017,8,PDI-FGS,69,000152,04/03/2024,LER,50,04/03/2024,,,
DUCT BOTTOM 4 FEET FEEDER 1000A,45217-032-11-48,-,91220487,2,PDI-FGS,69,000152,04/03/2024,LER,50,04/03/2024,,,
TOP DUCT RISER1000A 10FT 2HUMP P035,76300-402-R-035-11,-,91222123,2,PDI-FGS,69,000152,04/03/2024,LER,50,04/03/2024,,,
TOP DUCT RISER 800A 10FT 1HUMP P005,76300-403-R-005-01,-,91222149,1,PDI-FGS,69,000152,04/03/2024,LER,50,04/03/2024,,,
DUCT BOTTOM 10 FEET FEEDER 2500A,45217-037-01,-,91221294,2,PDI-FGS,69,000152,04/03/2024,LER,50,04/03/2024,,,
SIDE DUCT 16 INCH FEEDER,45217-270-016,-,91220006,6,PDI-FGS,69,000152,04/03/2024,LER,50,04/03/2024,,,
BOT DUCT 1000A 10FT 1HUMP P001 P005,76300-406-001-11,-,91222465,1,PDI-FGS,69,000152,04/03/2024,LER,50,04/03/2024,,,
SIDE DUCT 52 INCH FEEDER,45217-270-052,-,91220052,2,PDI-FGS,69,000152,04/03/2024,LER,50,04/03/2024,,,
SIDE DUCT 18 INCH FEEDER,45217-270-001,-,91220047,6,PDI-FGS,69,000152,04/03/2024,LER,50,04/03/2024,,,
SIDE DUCT 65 INCH FEEDER,45217-270-065,-,91220039,4,PDI-FGS,69,000152,04/03/2024,LER,50,04/03/2024,,,
DUCT TOP 35 INCH FEEDER 2500A,45217-044-05-35,-,91221209,1,PDI-FGS,69,000152,04/03/2024,LER,50,04/03/2024,,,
BOT DUCT  800A 10FT 1HUMP P001 P005,76300-406-001-01,-,91222461,1,PDI-FGS,69,000152,04/03/2024,LER,50,04/03/2024,,,
SIDE DUCT  10FT 1HUMP P002,76300-140-002,-,91220114,6,PDI-FGS,69,000152,04/03/2024,LER,50,04/03/2024,,,
DUCT BOTTOM 65 INCH FEEDER 2500A,45217-037-01-65,-,91221344,1,PDI-FGS,69,000152,04/03/2024,LER,50,04/03/2024,,,
DUCT TOP 79 INCH FEEDER 1600A,45217-017-17-79,-,91220833,1,PDI-FGS,69,000152,04/03/2024,LER,50,04/03/2024,,,
DUCT BOTTOM 77 INCH FEEDER 1600A,45217-032-06-77,-,91220936,1,PDI-FGS,69,000152,04/03/2024,LER,50,04/03/2024,,,
BOT DUCT 1000A 10FT 1HUMP P002 P004,76300-406-002-11,-,91222470,2,PDI-FGS,69,000152,04/03/2024,LER,50,04/03/2024,,,
SIDE DICT FOR RISER 6FT W/O SLOT,45217-270-03-R,-,91220095,2,PDI-FGS,69,000152,04/03/2024,LER,50,04/03/2024,,,
BOT DUCT  800A 10FT 1HUMP P002 P004,76300-406-002-01,-,91222466,4,PDI-FGS,69,000152,04/03/2024,LER,50,04/03/2024,,,
DUCT TOP 65 INCH FEEDER 1600A,45217-017-17-65,-,91220819,1,PDI-FGS,69,000152,04/03/2024,LER,50,04/03/2024,,,
DUCT BOTTOM 27 INCH FEEDER 1600A,45217-032-06-27,-,91220886,1,PDI-FGS,69,000152,04/03/2024,LER,50,04/03/2024,,,
DUCT BOTTOM 32 INCH FEEDER 1600A,45217-032-06-32,-,91220891,1,PDI-FGS,69,000152,04/03/2024,LER,50,04/03/2024,,,
SIDE DUCT 34 INCH FEEDER,45217-270-034,-,91220018,6,PDI-FGS,69,000152,04/03/2024,LER,50,04/03/2024,,,
DUCT BOTTOM 46 INCH FEEDER 2500A,45217-037-01-46,-,91221325,1,PDI-FGS,69,000152,04/03/2024,LER,50,04/03/2024,,,
SIDE DUCT 46 INCH FEEDER,45217-270-046,-,91220051,2,PDI-FGS,69,000152,04/03/2024,LER,50,04/03/2024,,,
DUCT TOP 42 INCH FEEDER 1600A,45217-017-17-42,-,91220796,1,PDI-FGS,69,000152,04/03/2024,LER,50,04/03/2024,,,
DUCT TOP 27 INCH FEEDER 1600A,45217-017-17-27,-,91220781,1,PDI-FGS,69,000152,04/03/2024,LER,50,04/03/2024,,,
DUCT TOP 99 INCH FEEDER 1600A,45217-017-17-99,-,91220853,1,PDI-FGS,69,000152,04/03/2024,LER,50,04/03/2024,,,
SIDE DUCT 59 INCH FEEDER,45217-270-059,-,91220036,2,PDI-FGS,69,000152,04/03/2024,LER,50,04/03/2024,,,
SIDE DUCT 9 FEET FEEDER,45217-270-108,-,91220084,4,PDI-FGS,69,000152,04/03/2024,LER,50,04/03/2024,,,
DUCT BOTTOM 108 INCH FEEDER 2500A,45217-037-01-108,-,91221387,2,PDI-FGS,69,000152,04/03/2024,LER,50,04/03/2024,,,
DUCT BOTTOM 99 INCH FEEDER 1600A,45217-032-06-99,-,91220958,1,PDI-FGS,69,000152,04/03/2024,LER,50,04/03/2024,,,
SIDE DUCT 42 INCH FEEDER,45217-270-042,-,91220025,2,PDI-FGS,69,000152,04/03/2024,LER,50,04/03/2024,,,
DUCT TOP 18 INCH FEEDER 1600A,45217-017-17-18,-,91220772,1,PDI-FGS,69,000152,04/03/2024,LER,50,04/03/2024,,,
DUCT TOP 46 INCH FEEDER 2500A,45217-044-05-46,-,91221220,1,PDI-FGS,69,000152,04/03/2024,LER,50,04/03/2024,,,
TOP DUCT RISER 1600A 6FT 2HUMP P012,76300-419-R-012-06,-,91222256,1,PDI-FGS,69,000152,04/03/2024,LER,50,04/03/2024,,,
TOP DUCT RISER1000A 10FT 2HUMP P013,76300-402-R-013-11,-,91222088,2,PDI-FGS,69,000152,04/03/2024,LER,50,04/03/2024,,,
DUCT BOTTOM 33 INCH FEEDER 1600A,45217-032-06-33,-,91220892,3,PDI-FGS,69,000152,04/03/2024,LER,50,04/03/2024,,,
DUCT TOP 108 INCH FEEDER 2500A,45217-044-05-108,-,91221282,2,PDI-FGS,69,000152,04/03/2024,LER,50,04/03/2024,,,
SIDE DUCT 4 INCH FEEDER,45217-270-06,-,91222703,4,PDI-FGS,69,000152,04/03/2024,LER,50,04/03/2024,,,
DUCT TOP 32 INCH FEEDER 1600A,45217-017-17-32,-,91220786,1,PDI-FGS,69,000152,04/03/2024,LER,50,04/03/2024,,,
DUCT TOP 38 INCH FEEDER 2500A,45217-044-05-38,-,91221212,2,PDI-FGS,69,000151,01/03/2024,SPT,50,01/03/2024,,,
DUCT BOTTOM 45 INCH FEEDER 2500A,45217-037-01-45,-,91221324,1,PDI-FGS,69,000151,01/03/2024,SPT,50,01/03/2024,,,
DUCT TOP 6 FEET FEEDER 2500A,45217-044-05-72,-,91221246,2,PDI-FGS,69,000151,01/03/2024,SPT,50,01/03/2024,,,
DUCT TOP 26 INCH FEEDER 1250A,45217-017-15-26,-,91220570,1,PDI-FGS,69,000151,01/03/2024,SPT,50,01/03/2024,,,
DUCT BOTTOM 26 INCH FEEDER 800A,45217-032-01-26,-,91220255,2,PDI-FGS,69,000151,01/03/2024,SPT,50,01/03/2024,,,
SIDE DUCT 26 INCH FEEDER,45217-270-026,-,91220012,6,PDI-FGS,69,000151,01/03/2024,SPT,50,01/03/2024,,,
SIDE DUCT 33 INCH FEEDER,45217-270-033,-,91220017,4,PDI-FGS,69,000151,01/03/2024,SPT,50,01/03/2024,,,
DUCT BOTTOM 42 INCH FEEDER 2500A,45217-037-01-42,-,91221321,1,PDI-FGS,69,000151,01/03/2024,SPT,50,01/03/2024,,,
TOP DUCT RISER 800A 10FT 3HUMP P345,76300-401-R-345-01,-,91222074,4,PDI-FGS,69,000151,01/03/2024,SPT,50,01/03/2024,,,
DUCT BOTTOM 96 INCH FEEDER 4000A,45217-048-04-96,-,91221795,1,PDI-FGS,69,000151,01/03/2024,SPT,50,01/03/2024,,,
DUCT TOP 45 INCH FEEDER 2500A,45217-044-05-45,-,91221219,1,PDI-FGS,69,000151,01/03/2024,SPT,50,01/03/2024,,,
DUCT BOTTOM 17 INCH FEEDER 2500A,45217-037-01-17,-,91221296,2,PDI-FGS,69,000151,01/03/2024,SPT,50,01/03/2024,,,
DUCT BOTTOM 2 FEET FEEDER 1250A,45217-032-04-24,-,91220673,1,PDI-FGS,69,000151,01/03/2024,SPT,50,01/03/2024,,,
DUCT BOTTOM 10 FEET FEEDER 1250A,45217-032-04,-,91220664,3,PDI-FGS,69,000151,01/03/2024,SPT,50,01/03/2024,,,
BUSWAYSIDE_45217-270-05,45217-270-05.,-,91222707,18,PDI-FGS,69,000151,01/03/2024,SPT,50,01/03/2024,,,
DUCT TOP 38 INCH FEEDER 4000A,45217-027-08-38,-,91221632,1,PDI-FGS,69,000151,01/03/2024,SPT,50,01/03/2024,,,
SIDE DUCT 25 INCH FEEDER,45217-270-025,-,91220011,2,PDI-FGS,69,000151,01/03/2024,SPT,50,01/03/2024,,,
DUCT BOTTOM 58 INCH FEEDER 1250A,45217-032-04-58,-,91220707,1,PDI-FGS,69,000151,01/03/2024,SPT,50,01/03/2024,,,
DUCT TOP 26 INCH FEEDER 800A,45217-017-12-26,-,91220150,2,PDI-FGS,69,000151,01/03/2024,SPT,50,01/03/2024,,,
DUCT BOTTOM 6 FEET FEEDER 2500A,45217-037-01-72,-,91221351,2,PDI-FGS,69,000151,01/03/2024,SPT,50,01/03/2024,,,
SIDE DUCT 42 INCH FEEDER,45217-270-042,-,91220025,2,PDI-FGS,69,000151,01/03/2024,SPT,50,01/03/2024,,,
DUCT BOTTOM 25 INCH FEEDER 2500A,45217-037-01-25,-,91221304,1,PDI-FGS,69,000151,01/03/2024,SPT,50,01/03/2024,,,
DUCT TOP 16 INCH FEEDER 800A,45217-017-12-16,-,91220140,2,PDI-FGS,69,000151,01/03/2024,SPT,50,01/03/2024,,,
DUCT TOP 10 FEET FEEDER 2500A,45217-044-05,-,91221189,1,PDI-FGS,69,000151,01/03/2024,SPT,50,01/03/2024,,,
DUCT TOP 10 FEET FEEDER 1250A,45217-017-15,-,91220559,3,PDI-FGS,69,000151,01/03/2024,SPT,50,01/03/2024,,,
DUCT TOP 18 INCH FEEDER 4000A,45217-027-08-18,-,91221612,1,PDI-FGS,69,000151,01/03/2024,SPT,50,01/03/2024,,,
DUCT TOP 33 INCH FEEDER 2500A,45217-044-05-33,-,91221207,2,PDI-FGS,69,000151,01/03/2024,SPT,50,01/03/2024,,,
DUCT TOP 74 INCH FEEDER 4000A,45217-027-08-74,-,91221668,1,PDI-FGS,69,000151,01/03/2024,SPT,50,01/03/2024,,,
DUCT TOP 89 INCH FEEDER 4000A,45217-027-08-89,-,91221683,1,PDI-FGS,69,000151,01/03/2024,SPT,50,01/03/2024,,,
DUCT TOP 42 INCH FEEDER 2500A,45217-044-05-42,-,91221216,1,PDI-FGS,69,000151,01/03/2024,SPT,50,01/03/2024,,,
DUCT BOTTOM 57 INCH FEEDER 2500A,45217-037-01-57,-,91221336,1,PDI-FGS,69,000151,01/03/2024,SPT,50,01/03/2024,,,
DUCT TOP 96 INCH FEEDER 4000A,45217-027-08-96,-,91221690,1,PDI-FGS,69,000151,01/03/2024,SPT,50,01/03/2024,,,
DUCT BOTTOM 96 INCH FEEDER 2500A,45217-037-01-96,-,91221375,1,PDI-FGS,69,000151,01/03/2024,SPT,50,01/03/2024,,,
DUCT BOTTOM 33 INCH FEEDER 2500A,45217-037-01-33,-,91221312,2,PDI-FGS,69,000151,01/03/2024,SPT,50,01/03/2024,,,
DUCT TOP 16 INCH FEEDER 1250A,45217-017-15-16,-,91220560,1,PDI-FGS,69,000151,01/03/2024,SPT,50,01/03/2024,,,
DUCT TOP 2 FEET FEEDER 1250A,45217-017-15-24,-,91220568,1,PDI-FGS,69,000151,01/03/2024,SPT,50,01/03/2024,,,
DUCT TOP 18 INCH FEEDER 800A,45217-017-12-18,-,91220142,10,PDI-FGS,69,000151,01/03/2024,SPT,50,01/03/2024,,,
SIDE DUCT 89 INCH FEEDER,45217-270-089,-,91220072,2,PDI-FGS,69,000151,01/03/2024,SPT,50,01/03/2024,,,
DUCT BOTTOM 18 INCH FEEDER 4000A,45217-048-04-18,-,91221717,1,PDI-FGS,69,000151,01/03/2024,SPT,50,01/03/2024,,,
DUCT TOP 17 INCH FEEDER 2500A,45217-044-05-17,-,91221191,2,PDI-FGS,69,000151,01/03/2024,SPT,50,01/03/2024,,,
SIDE DUCT 45 INCH FEEDER,45217-270-045,-,91220028,2,PDI-FGS,69,000151,01/03/2024,SPT,50,01/03/2024,,,
DUCT TOP 16 INCH FEEDER 2500A,45217-044-05-16,-,91221190,2,PDI-FGS,69,000151,01/03/2024,SPT,50,01/03/2024,,,
DUCT TOP 58 INCH FEEDER 1250A,45217-017-15-58,-,91220602,1,PDI-FGS,69,000151,01/03/2024,SPT,50,01/03/2024,,,
DUCT TOP 10 FEET FEEDER 4000A,45217-027-08,-,91221609,5,PDI-FGS,69,000151,01/03/2024,SPT,50,01/03/2024,,,
DUCT TOP 25 INCH FEEDER 2500A,45217-044-05-25,-,91221199,1,PDI-FGS,69,000151,01/03/2024,SPT,50,01/03/2024,,,
SIDE DUCT 18 INCH FEEDER,45217-270-001,-,91220047,26,PDI-FGS,69,000151,01/03/2024,SPT,50,01/03/2024,,,
DUCT BOTTOM 10 FEET FEEDER 4000A,45217-048-04,-,91221714,5,PDI-FGS,69,000151,01/03/2024,SPT,50,01/03/2024,,,
DUCT BOTTOM 18 INCH FEEDER 2500A,45217-037-01-18,-,91221297,2,PDI-FGS,69,000151,01/03/2024,SPT,50,01/03/2024,,,
DUCT BOTTOM 38 INCH FEEDER 2500A,45217-037-01-38,-,91221317,2,PDI-FGS,69,000151,01/03/2024,SPT,50,01/03/2024,,,
DUCT BOTTOM 29 INCH FEEDER 800A,45217-032-01-29,-,91220258,2,PDI-FGS,69,000151,01/03/2024,SPT,50,01/03/2024,,,
DUCT TOP 57 INCH FEEDER 2500A,45217-044-05-57,-,91221231,1,PDI-FGS,69,000151,01/03/2024,SPT,50,01/03/2024,,,
DUCT BOTTOM 18 INCH FEEDER 800A,45217-032-01-18,-,91220247,10,PDI-FGS,69,000151,01/03/2024,SPT,50,01/03/2024,,,
FEED SIDE 6_45217-270-03,45217-270-03.,-,91222706,4,PDI-FGS,69,000151,01/03/2024,SPT,50,01/03/2024,,,
DUCT TOP 17 INCH FEEDER 800A,45217-017-12-17,-,91220141,2,PDI-FGS,69,000151,01/03/2024,SPT,50,01/03/2024,,,
DUCT BOTTOM 10 FEET FEEDER 2500A,45217-037-01,-,91221294,1,PDI-FGS,69,000151,01/03/2024,SPT,50,01/03/2024,,,
DUCT TOP 82 INCH FEEDER 2500A,45217-044-05-82,-,91221256,2,PDI-FGS,69,000151,01/03/2024,SPT,50,01/03/2024,,,
DUCT BOTTOM 16 INCH FEEDER 2500A,45217-037-01-16,-,91221295,2,PDI-FGS,69,000151,01/03/2024,SPT,50,01/03/2024,,,
DUCT BOTTOM 74 INCH FEEDER 4000A,45217-048-04-74,-,91221773,1,PDI-FGS,69,000151,01/03/2024,SPT,50,01/03/2024,,,
SIDE DUCT 29 INCH FEEDER,45217-270-029,-,91220013,4,PDI-FGS,69,000151,01/03/2024,SPT,50,01/03/2024,,,
SIDE DUCT  10FT 3HUMP P345,76300-142-345,-,91220107,4,PDI-FGS,69,000151,01/03/2024,SPT,50,01/03/2024,,,
DUCT BOTTOM 16 INCH FEEDER 1250A,45217-032-04-16,-,91220665,1,PDI-FGS,69,000151,01/03/2024,SPT,50,01/03/2024,,,
DUCT BOTTOM 26 INCH FEEDER 1250A,45217-032-04-26,-,91220675,1,PDI-FGS,69,000151,01/03/2024,SPT,50,01/03/2024,,,
SIDE DUCT 82 INCH FEEDER,45217-270-082,-,91220002,4,PDI-FGS,69,000151,01/03/2024,SPT,50,01/03/2024,,,
DUCT BOTTOM 38 INCH FEEDER 4000A,45217-048-04-38,-,91221737,1,PDI-FGS,69,000151,01/03/2024,SPT,50,01/03/2024,,,
SIDE DUCT 16 INCH FEEDER,45217-270-016,-,91220006,10,PDI-FGS,69,000151,01/03/2024,SPT,50,01/03/2024,,,
DUCT BOTTOM 82 INCH FEEDER 2500A,45217-037-01-82,-,91221361,2,PDI-FGS,69,000151,01/03/2024,SPT,50,01/03/2024,,,
